,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2511363,2008,5,11,7,1736.0,1735,1930.0,1927,XE,2292,N13965,114.0,112.0,91.0,3.0,1.0,BHM,IAH,562,12.0,11.0,0,,0,,,,,
2871762,2008,5,26,1,1839.0,1845,2042.0,2040,AA,374,N3CLAA,123.0,115.0,91.0,2.0,-6.0,MIA,ATL,595,16.0,16.0,0,,0,,,,,
1427853,2008,3,1,6,1718.0,1723,1825.0,1840,UA,1159,N848UA,127.0,137.0,112.0,-15.0,-5.0,AUS,DEN,775,6.0,9.0,0,,0,,,,,
2928438,2008,5,22,4,816.0,830,1037.0,1026,AS,353,N972AS,141.0,116.0,121.0,11.0,-14.0,OAK,SEA,671,5.0,15.0,0,,0,,,,,
859332,2008,2,10,7,1939.0,1930,2100.0,2059,US,2046,N740UW,81.0,89.0,58.0,1.0,9.0,DCA,BOS,399,8.0,15.0,0,,0,,,,,
793688,2008,2,19,2,758.0,800,957.0,1010,OO,4009,N614SK,179.0,190.0,156.0,-13.0,-2.0,AUS,SLC,1085,9.0,14.0,0,,0,,,,,
5451486,2008,10,23,4,2154.0,2140,2313.0,2310,WN,456,N461WN,79.0,90.0,67.0,3.0,14.0,MHT,BWI,377,3.0,9.0,0,,0,,,,,
6685441,2008,12,6,6,2118.0,2105,2339.0,2339,UA,1146,N832UA,81.0,94.0,64.0,0.0,13.0,ORD,BUF,473,4.0,13.0,0,,0,,,,,
222413,2008,1,8,2,2007.0,2005,2251.0,2241,UA,155,N671UA,284.0,276.0,264.0,10.0,2.0,ORD,SFO,1846,5.0,15.0,0,,0,,,,,
194657,2008,1,16,3,1836.0,1840,2148.0,2154,OO,6714,N963SW,132.0,134.0,110.0,-6.0,-4.0,DEN,MEM,872,4.0,18.0,0,,0,,,,,
454627,2008,1,15,2,2210.0,2215,2316.0,2325,9E,2801,88399E,66.0,70.0,36.0,-9.0,-5.0,MSP,CID,221,8.0,22.0,0,,0,,,,,
5958909,2008,11,8,6,835.0,835,939.0,935,WN,945,N617SW,64.0,60.0,36.0,4.0,0.0,ONT,LAS,197,21.0,7.0,0,,0,,,,,
1636338,2008,3,3,1,2109.0,2110,2140.0,2152,OH,5022,N785CA,91.0,102.0,77.0,-12.0,-1.0,CVG,DSM,505,5.0,9.0,0,,0,,,,,
2155760,2008,4,25,5,627.0,630,746.0,752,FL,805,N173AT,79.0,82.0,59.0,-6.0,-3.0,BWI,BOS,370,11.0,9.0,0,,0,,,,,
5759757,2008,10,20,1,2200.0,2205,2249.0,2250,MQ,4036,N655MQ,49.0,45.0,28.0,-1.0,-5.0,ORD,CMI,135,5.0,16.0,0,,0,,,,,
1238079,2008,3,21,5,1550.0,1540,1650.0,1650,WN,1593,N266WN,60.0,70.0,49.0,0.0,10.0,SJC,ONT,333,4.0,7.0,0,,0,,,,,
4569312,2008,8,27,3,834.0,835,1019.0,1020,EV,4577,N680BR,105.0,105.0,78.0,-1.0,-1.0,RIC,ATL,481,9.0,18.0,0,,0,,,,,
3318068,2008,6,11,3,955.0,1001,1154.0,1200,EV,4264,N630AS,59.0,59.0,44.0,-6.0,-6.0,DHN,ATL,171,9.0,6.0,0,,0,,,,,
2277358,2008,4,5,6,852.0,855,1019.0,1015,AA,817,N418AA,207.0,200.0,194.0,4.0,-3.0,DFW,BUR,1231,3.0,10.0,0,,0,,,,,
3350928,2008,6,5,4,1650.0,1536,2201.0,2033,FL,319,N326AT,191.0,177.0,169.0,88.0,74.0,DEN,ATL,1199,9.0,13.0,0,,0,0.0,0.0,14.0,0.0,74.0
2971717,2008,5,19,1,1753.0,1750,1912.0,1921,CO,1687,N75853,139.0,151.0,124.0,-9.0,3.0,MCO,IAH,853,7.0,8.0,0,,0,,,,,
315723,2008,1,25,5,727.0,735,1023.0,1015,DL,1888,N900DE,176.0,160.0,148.0,8.0,-8.0,MCO,LGA,950,13.0,15.0,0,,0,,,,,
230194,2008,1,5,6,1708.0,1635,1822.0,1750,UA,416,N833UA,74.0,75.0,57.0,32.0,33.0,ABQ,DEN,349,7.0,10.0,0,,0,0.0,0.0,0.0,0.0,32.0
6326278,2008,11,8,6,842.0,849,1037.0,1056,NW,724,N328NW,115.0,127.0,93.0,-19.0,-7.0,MHT,DTW,609,9.0,13.0,0,,0,,,,,
1377744,2008,3,20,4,2103.0,2100,2155.0,2158,OO,3893,N864AS,112.0,118.0,99.0,-3.0,3.0,SLC,SBA,615,2.0,11.0,0,,0,,,,,
6507692,2008,12,16,2,1444.0,1355,1550.0,1515,WN,2742,N771SA,66.0,80.0,58.0,35.0,49.0,LAX,SMF,373,3.0,5.0,0,,0,0.0,17.0,0.0,0.0,18.0
2371735,2008,4,3,4,1518.0,1515,2008.0,2007,DL,974,N933DL,170.0,172.0,150.0,1.0,3.0,DEN,ATL,1199,8.0,12.0,0,,0,,,,,
6653699,2008,12,3,3,1357.0,1346,1457.0,1501,OO,6527,N912SW,120.0,135.0,105.0,-4.0,11.0,BOI,LAX,674,5.0,10.0,0,,0,,,,,
6359819,2008,11,7,5,2123.0,2100,2320.0,2235,AA,371,N290AA,177.0,155.0,110.0,45.0,23.0,LGA,ORD,733,44.0,23.0,0,,0,0.0,0.0,22.0,0.0,23.0
3775872,2008,7,31,4,1222.0,1200,1428.0,1400,OH,5274,N818CA,126.0,120.0,98.0,28.0,22.0,JAX,CVG,614,5.0,23.0,0,,0,22.0,0.0,6.0,0.0,0.0
422774,2008,1,3,4,753.0,740,1147.0,1147,NW,116,N523US,174.0,187.0,151.0,0.0,13.0,PHX,MSP,1276,11.0,12.0,0,,0,,,,,
4996694,2008,9,2,2,856.0,903,1008.0,1010,OO,6336,N413SW,72.0,67.0,51.0,-2.0,-7.0,RNO,SFO,192,6.0,15.0,0,,0,,,,,
5268161,2008,9,7,7,935.0,940,1036.0,1050,9E,5900,88369E,61.0,70.0,45.0,-14.0,-5.0,MEM,MGM,280,3.0,13.0,0,,0,,,,,
3106784,2008,6,6,5,1200.0,1200,1253.0,1302,XE,2826,N14959,53.0,62.0,38.0,-9.0,0.0,IAH,DAL,217,4.0,11.0,0,,0,,,,,
5868822,2008,10,9,4,1414.0,1330,1523.0,1450,AA,2055,N208AA,189.0,200.0,172.0,33.0,44.0,DFW,BUR,1231,4.0,13.0,0,,0,33.0,0.0,0.0,0.0,0.0
3375765,2008,6,13,5,1257.0,1300,1330.0,1334,HA,529,N477HA,33.0,34.0,22.0,-4.0,-3.0,OGG,HNL,100,5.0,6.0,0,,0,,,,,
6165467,2008,11,5,3,1256.0,1300,1406.0,1420,US,2129,N717UW,70.0,80.0,56.0,-14.0,-4.0,BOS,LGA,185,6.0,8.0,0,,0,,,,,
4029751,2008,7,9,3,1110.0,1120,1217.0,1229,MQ,4243,N623AE,67.0,69.0,50.0,-12.0,-10.0,DSM,ORD,299,8.0,9.0,0,,0,,,,,
5559698,2008,10,14,2,1429.0,1439,1513.0,1520,OO,5764,N224SW,44.0,41.0,29.0,-7.0,-10.0,RDM,PDX,116,3.0,12.0,0,,0,,,,,
6228145,2008,11,2,7,1350.0,1330,1414.0,1401,EV,5058,N852AS,84.0,91.0,63.0,13.0,20.0,ATL,BTR,449,3.0,18.0,0,,0,,,,,
6904946,2008,12,5,5,626.0,635,831.0,845,AA,543,N4WPAA,185.0,190.0,164.0,-14.0,-9.0,FLL,ORD,1182,8.0,13.0,0,,0,,,,,
5785853,2008,10,2,4,658.0,702,854.0,906,NW,474,N755NW,116.0,124.0,93.0,-12.0,-4.0,ATL,DTW,594,9.0,14.0,0,,0,,,,,
4692874,2008,8,23,6,1755.0,1800,1956.0,2023,9E,2830,80299E,121.0,143.0,97.0,-27.0,-5.0,BNA,MSP,695,12.0,12.0,0,,0,,,,,
6160014,2008,11,17,1,1523.0,1529,2005.0,1955,UA,1610,N452UA,222.0,206.0,190.0,10.0,-6.0,PHX,ORD,1440,10.0,22.0,0,,0,,,,,
6718819,2008,12,22,1,824.0,810,951.0,931,US,1904,N702UW,87.0,81.0,63.0,20.0,14.0,CLT,PIT,366,6.0,18.0,0,,0,0.0,0.0,6.0,0.0,14.0
5043625,2008,9,28,7,1859.0,1900,2142.0,2132,UA,230,N381UA,103.0,92.0,78.0,10.0,-1.0,DEN,DSM,589,3.0,22.0,0,,0,,,,,
587861,2008,1,16,3,1646.0,1625,1821.0,1800,CO,205,N16301,95.0,95.0,75.0,21.0,21.0,OKC,IAH,395,5.0,15.0,0,,0,0.0,0.0,0.0,0.0,21.0
1552025,2008,3,25,2,1502.0,1500,1717.0,1712,FL,721,N954AT,135.0,132.0,120.0,5.0,2.0,TPA,DAY,828,6.0,9.0,0,,0,,,,,
209321,2008,1,26,6,1645.0,1630,1839.0,1852,OO,4093,N812SK,234.0,262.0,218.0,-13.0,15.0,CLE,SLC,1565,4.0,12.0,0,,0,,,,,
3711845,2008,7,22,2,957.0,1005,1116.0,1133,XE,3119,N14947,79.0,88.0,60.0,-17.0,-8.0,IAH,MOB,427,4.0,15.0,0,,0,,,,,
4279014,2008,8,16,6,1318.0,1310,1440.0,1445,WN,1964,N659SW,82.0,95.0,73.0,-5.0,8.0,OAK,PDX,543,3.0,6.0,0,,0,,,,,
5351607,2008,9,19,5,1030.0,1035,1505.0,1520,CO,432,N76354,215.0,225.0,189.0,-15.0,-5.0,IAH,LGA,1416,5.0,21.0,0,,0,,,,,
6448374,2008,11,1,6,1138.0,1140,1820.0,1831,DL,36,N3769L,222.0,231.0,203.0,-11.0,-2.0,LAS,CVG,1678,6.0,13.0,0,,0,,,,,
2773413,2008,5,24,6,828.0,837,925.0,935,MQ,3274,N236AE,57.0,58.0,35.0,-10.0,-9.0,LAW,DFW,140,14.0,8.0,0,,0,,,,,
2974029,2008,5,21,3,1036.0,1030,1340.0,1352,CO,686,N75861,124.0,142.0,106.0,-12.0,6.0,IAH,MCO,853,6.0,12.0,0,,0,,,,,
895730,2008,2,19,2,1301.0,1304,1449.0,1455,DL,622,N657DL,108.0,111.0,79.0,-6.0,-3.0,PBI,ATL,545,5.0,24.0,0,,0,,,,,
1172986,2008,2,13,3,1149.0,1135,1910.0,1855,DL,36,N382DA,261.0,260.0,234.0,15.0,14.0,SFO,CVG,2036,12.0,15.0,0,,0,0.0,0.0,1.0,0.0,14.0
3848174,2008,7,24,4,633.0,638,945.0,954,UA,524,N461UA,132.0,136.0,117.0,-9.0,-5.0,ORD,BOS,867,7.0,8.0,0,,0,,,,,
5156859,2008,9,16,2,1041.0,1044,1405.0,1400,F9,226,N802FR,144.0,136.0,123.0,5.0,-3.0,SMF,DEN,910,8.0,13.0,0,,0,,,,,
3282004,2008,6,22,7,1758.0,1625,2048.0,1915,US,730,N460UW,170.0,170.0,130.0,93.0,93.0,FLL,PHL,992,4.0,36.0,0,,0,0.0,3.0,0.0,0.0,90.0
6766842,2008,12,29,1,2034.0,2035,2150.0,2149,EV,5418,N900EV,136.0,134.0,113.0,1.0,-1.0,ATL,ATW,765,3.0,20.0,0,,0,,,,,
2609409,2008,5,30,5,934.0,848,1035.0,953,UA,141,N417UA,121.0,125.0,100.0,42.0,46.0,IAD,ORD,589,4.0,17.0,0,,0,0.0,42.0,0.0,0.0,0.0
738960,2008,2,17,7,1950.0,1951,2335.0,2351,YV,2946,N903FJ,165.0,180.0,139.0,-16.0,-1.0,PHX,MEM,1263,9.0,17.0,0,,0,,,,,
2387133,2008,4,15,2,1804.0,1810,2119.0,2117,DL,1792,N923DL,195.0,187.0,173.0,2.0,-6.0,TPA,BOS,1185,7.0,15.0,0,,0,,,,,
5490823,2008,10,17,5,1222.0,1229,1437.0,1434,XE,3097,N13955,135.0,125.0,111.0,3.0,-7.0,EWR,IND,644,5.0,19.0,0,,0,,,,,
806555,2008,2,27,3,1711.0,1713,1834.0,1843,OO,3945,N440SW,83.0,90.0,67.0,-9.0,-2.0,DEN,SLC,391,5.0,11.0,0,,0,,,,,
2071771,2008,4,23,3,2334.0,2300,631.0,611,US,794,N934UW,237.0,251.0,218.0,20.0,34.0,LAS,CLT,1916,4.0,15.0,0,,0,3.0,0.0,0.0,0.0,17.0
5737125,2008,10,10,5,2032.0,1951,2115.0,2043,HA,252,N484HA,43.0,52.0,31.0,32.0,41.0,HNL,ITO,216,5.0,7.0,0,,0,0.0,0.0,0.0,0.0,32.0
5226523,2008,9,11,4,925.0,900,1144.0,1115,NW,215,N522US,139.0,135.0,78.0,29.0,25.0,LGA,DTW,501,8.0,53.0,0,,0,0.0,0.0,4.0,0.0,25.0
2972403,2008,5,5,1,1722.0,1725,2025.0,2026,CO,1693,N41140,183.0,181.0,132.0,-1.0,-3.0,MCO,EWR,938,31.0,20.0,0,,0,,,,,
1596398,2008,3,14,5,1343.0,1345,1529.0,1530,MQ,4505,N635AE,46.0,45.0,27.0,-1.0,-2.0,ORD,AZO,122,3.0,16.0,0,,0,,,,,
2446132,2008,5,20,2,1115.0,1115,1220.0,1220,WN,1167,N364SW,65.0,65.0,50.0,0.0,0.0,LBB,DAL,293,8.0,7.0,0,,0,,,,,
6647447,2008,12,4,4,1310.0,1312,1713.0,1714,OO,6075,N703SK,183.0,182.0,154.0,-1.0,-2.0,SLC,ORD,1249,16.0,13.0,0,,0,,,,,
905158,2008,2,26,2,930.0,930,1111.0,1130,DL,1477,N6707A,281.0,300.0,257.0,-19.0,0.0,ATL,SNA,1919,8.0,16.0,0,,0,,,,,
1443003,2008,3,5,3,1405.0,1405,1532.0,1531,US,1497,N530AU,87.0,86.0,60.0,1.0,0.0,DCA,CLT,331,7.0,20.0,0,,0,,,,,
4657851,2008,8,26,2,2225.0,2235,2341.0,2345,MQ,4609,N719AE,76.0,70.0,34.0,-4.0,-10.0,JFK,BOS,187,5.0,37.0,0,,0,,,,,
3914026,2008,7,1,2,1243.0,1245,1353.0,1405,WN,2170,N345SA,70.0,80.0,56.0,-12.0,-2.0,PHL,RDU,336,3.0,11.0,0,,0,,,,,
6103494,2008,11,7,5,1239.0,1123,1341.0,1223,OO,5491,N585SW,62.0,60.0,39.0,78.0,76.0,SFO,FAT,158,5.0,18.0,0,,0,74.0,0.0,2.0,0.0,2.0
2584670,2008,5,18,7,1430.0,1432,1550.0,1556,OO,6477,N926SW,80.0,84.0,60.0,-6.0,-2.0,SMF,LAX,373,9.0,11.0,0,,0,,,,,
5416573,2008,10,13,1,1352.0,1350,1444.0,1455,WN,975,N916WN,52.0,65.0,42.0,-11.0,2.0,BUR,LAS,223,5.0,5.0,0,,0,,,,,
6630848,2008,12,10,3,2232.0,2235,2308.0,2318,OO,5426,N288SW,36.0,43.0,19.0,-10.0,-3.0,SFO,SMF,86,3.0,14.0,0,,0,,,,,
6171906,2008,11,10,1,1916.0,1925,2016.0,2033,US,117,N620AW,60.0,68.0,40.0,-17.0,-9.0,LAX,LAS,236,5.0,15.0,0,,0,,,,,
2606960,2008,5,1,4,805.0,802,1119.0,1127,UA,58,N544UA,134.0,145.0,111.0,-8.0,3.0,LAX,DEN,862,7.0,16.0,0,,0,,,,,
1974111,2008,4,24,4,2222.0,2040,2400.0,2214,OO,6761,N943SW,98.0,94.0,76.0,106.0,102.0,ORD,LNK,466,6.0,16.0,0,,0,0.0,0.0,4.0,0.0,102.0
4601026,2008,8,14,4,1048.0,1056,1255.0,1309,FL,409,N337AT,127.0,133.0,108.0,-14.0,-8.0,IND,MCO,828,9.0,10.0,0,,0,,,,,
6750111,2008,12,24,3,1128.0,1130,1236.0,1243,DL,1382,N958DL,68.0,73.0,40.0,-7.0,-2.0,LGA,BOS,185,12.0,16.0,0,,0,,,,,
2355443,2008,4,5,6,638.0,645,927.0,948,CO,1521,N14668,169.0,183.0,144.0,-21.0,-7.0,MSP,IAH,1034,10.0,15.0,0,,0,,,,,
679786,2008,2,25,1,837.0,840,951.0,955,WN,1221,N658SW,74.0,75.0,56.0,-4.0,-3.0,OAK,ONT,361,5.0,13.0,0,,0,,,,,
6248353,2008,11,9,7,1601.0,1615,1659.0,1719,F9,125,N803FR,118.0,124.0,97.0,-20.0,-14.0,DFW,DEN,641,4.0,17.0,0,,0,,,,,
3334748,2008,6,7,6,1048.0,1059,1149.0,1210,EV,4801,N856AS,121.0,131.0,102.0,-21.0,-11.0,ATL,OKC,761,2.0,17.0,0,,0,,,,,
2708567,2008,5,30,5,1241.0,1241,1418.0,1415,EV,4172,N633AS,97.0,94.0,74.0,3.0,0.0,ATL,MYR,317,3.0,20.0,0,,0,,,,,
1654149,2008,3,4,2,1353.0,1350,1625.0,1619,9E,5806,85989E,92.0,89.0,58.0,6.0,3.0,EVV,DTW,364,17.0,17.0,0,,0,,,,,
3637018,2008,7,12,6,1240.0,1240,1325.0,1335,WN,1116,N467WN,105.0,115.0,86.0,-10.0,0.0,SLC,LAX,590,9.0,10.0,0,,0,,,,,
5009289,2008,9,11,4,1342.0,1345,1438.0,1452,OO,3907,N437SW,116.0,127.0,92.0,-14.0,-3.0,SLC,SFO,599,4.0,20.0,0,,0,,,,,
957754,2008,2,28,4,1444.0,1448,1658.0,1649,FL,339,N312AT,134.0,121.0,103.0,9.0,-4.0,ATL,PHL,665,9.0,22.0,0,,0,,,,,
911535,2008,2,20,3,1839.0,1146,2132.0,1451,EV,4227,N857AS,113.0,125.0,94.0,401.0,413.0,DSM,ATL,743,11.0,8.0,0,,0,401.0,0.0,0.0,0.0,0.0
99995,2008,1,25,5,2204.0,1935,106.0,2257,XE,7676,N11181,122.0,142.0,101.0,129.0,149.0,SLC,OKC,866,4.0,17.0,0,,0,0.0,0.0,0.0,0.0,129.0
6585819,2008,12,9,2,706.0,708,847.0,909,YV,7150,N516LR,101.0,121.0,84.0,-22.0,-2.0,OKC,ORD,693,8.0,9.0,0,,0,,,,,
5344536,2008,9,29,1,929.0,930,1309.0,1240,B6,375,N613JB,220.0,190.0,177.0,29.0,-1.0,LGA,FLL,1076,8.0,35.0,0,,0,0.0,0.0,29.0,0.0,0.0
3902158,2008,7,24,4,1112.0,935,1331.0,1156,US,887,N113UW,319.0,321.0,295.0,95.0,97.0,PHL,LAS,2176,11.0,13.0,0,,0,95.0,0.0,0.0,0.0,0.0
608089,2008,2,3,7,2105.0,2110,2236.0,2240,WN,2785,N673AA,91.0,90.0,77.0,-4.0,-5.0,MHT,BWI,377,4.0,10.0,0,,0,,,,,
4890706,2008,9,17,3,1703.0,1705,1811.0,1815,WN,1121,N410WN,68.0,70.0,50.0,-4.0,-2.0,BUR,OAK,325,6.0,12.0,0,,0,,,,,
6978118,2008,12,22,1,640.0,630,948.0,936,CO,333,N14628,248.0,246.0,210.0,12.0,10.0,LGA,IAH,1416,11.0,27.0,0,,0,,,,,
962809,2008,2,1,5,2027.0,2025,2116.0,2112,HA,391,N475HA,49.0,47.0,35.0,4.0,2.0,ITO,HNL,216,6.0,8.0,0,,0,,,,,
2499488,2008,5,15,4,1854.0,1850,1923.0,1907,XE,2339,N15509,89.0,77.0,57.0,16.0,4.0,CLE,MDW,307,4.0,28.0,0,,0,0.0,0.0,16.0,0.0,0.0
2098054,2008,4,24,4,2134.0,2140,2319.0,2325,DL,834,N959DL,105.0,105.0,77.0,-6.0,-6.0,ATL,DCA,547,7.0,21.0,0,,0,,,,,
4048486,2008,7,17,4,1507.0,1509,1756.0,1803,NW,252,N335NB,169.0,174.0,151.0,-7.0,-2.0,DTW,FLL,1127,4.0,14.0,0,,0,,,,,
1136062,2008,2,21,4,1124.0,1130,1301.0,1309,CO,130,N17344,97.0,99.0,69.0,-8.0,-6.0,CLE,BOS,563,6.0,22.0,0,,0,,,,,
272251,2008,1,13,7,956.0,955,1258.0,1334,US,1193,N191UW,302.0,339.0,275.0,-36.0,1.0,PHL,PHX,2075,5.0,22.0,0,,0,,,,,
4960567,2008,9,2,2,2140.0,2143,2347.0,2356,YV,2881,N935LR,67.0,73.0,51.0,-9.0,-3.0,PHX,ELP,347,3.0,13.0,0,,0,,,,,
6190003,2008,11,25,2,705.0,705,809.0,808,US,1748,N112US,64.0,63.0,37.0,1.0,0.0,LAX,LAS,236,6.0,21.0,0,,0,,,,,
4188347,2008,7,28,1,1634.0,1620,1914.0,1931,CO,1601,N37281,160.0,191.0,138.0,-17.0,14.0,EWR,FLL,1065,3.0,19.0,0,,0,,,,,
2284155,2008,4,15,2,710.0,715,1205.0,1210,AA,1150,N532AA,175.0,175.0,146.0,-5.0,-5.0,ONT,DFW,1189,19.0,10.0,0,,0,,,,,
6380475,2008,11,9,7,1815.0,1820,1923.0,1950,AA,1348,N473AA,128.0,150.0,106.0,-27.0,-5.0,ATL,ORD,606,4.0,18.0,0,,0,,,,,
3972054,2008,7,4,5,739.0,745,1008.0,1037,FL,272,N278AT,149.0,172.0,133.0,-29.0,-6.0,BOS,ATL,946,7.0,9.0,0,,0,,,,,
1543882,2008,3,15,6,1333.0,1258,1513.0,1420,FL,300,N175AT,100.0,82.0,59.0,53.0,35.0,ATL,MCO,403,8.0,33.0,0,,0,0.0,0.0,18.0,0.0,35.0
3106700,2008,6,3,2,2104.0,2105,2345.0,2347,XE,2816,N27962,161.0,162.0,142.0,-2.0,-1.0,IAH,MSP,1034,6.0,13.0,0,,0,,,,,
224374,2008,1,26,6,914.0,915,1043.0,1031,UA,234,N928UA,89.0,76.0,54.0,12.0,-1.0,MSP,ORD,334,4.0,31.0,0,,0,,,,,
6509277,2008,12,16,2,853.0,855,1022.0,1030,WN,2208,N501SW,89.0,95.0,75.0,-8.0,-2.0,SMF,PDX,479,4.0,10.0,0,,0,,,,,
1269832,2008,3,31,1,1200.0,1205,1531.0,1545,WN,492,N790SW,151.0,160.0,139.0,-14.0,-5.0,MDW,RSW,1105,3.0,9.0,0,,0,,,,,
3948686,2008,7,10,4,1759.0,1612,1845.0,1710,EV,4595,N908EV,46.0,58.0,27.0,95.0,107.0,ATL,ABY,146,4.0,15.0,0,,0,0.0,95.0,0.0,0.0,0.0
6516420,2008,12,19,5,703.0,700,741.0,740,WN,1045,N787SA,98.0,100.0,82.0,1.0,3.0,AUS,ELP,528,3.0,13.0,0,,0,,,,,
1805225,2008,4,7,1,1421.0,1425,1611.0,1600,WN,228,N651SW,110.0,95.0,91.0,11.0,-4.0,RDU,MCO,534,8.0,11.0,0,,0,,,,,
6772525,2008,12,17,3,2225.0,2155,20.0,2358,EV,5601,N659CA,115.0,123.0,97.0,22.0,30.0,ATL,SYR,793,4.0,14.0,0,,0,0.0,0.0,0.0,0.0,22.0
3587064,2008,6,6,5,1836.0,1837,2019.0,2040,DL,741,N948DL,103.0,123.0,79.0,-21.0,-1.0,BWI,ATL,576,9.0,15.0,0,,0,,,,,
2259789,2008,4,12,6,932.0,935,1048.0,1055,9E,5926,85609E,76.0,80.0,57.0,-7.0,-3.0,MEM,GPT,324,2.0,17.0,0,,0,,,,,
2791146,2008,5,2,5,1936.0,1750,2104.0,1830,MQ,4012,N640AE,148.0,100.0,82.0,154.0,106.0,PIT,ORD,412,8.0,58.0,0,,0,0.0,0.0,49.0,0.0,105.0
2714858,2008,5,2,5,1221.0,1225,1249.0,1300,EV,4385,N977EV,88.0,95.0,71.0,-11.0,-4.0,ATL,BTR,449,4.0,13.0,0,,0,,,,,
932517,2008,2,4,1,2025.0,2005,2121.0,2105,F9,589,N939FR,116.0,120.0,95.0,16.0,20.0,DFW,DEN,641,5.0,16.0,0,,0,0.0,0.0,0.0,0.0,16.0
4541613,2008,8,19,2,1851.0,1850,2059.0,2054,DL,1495,N967DL,128.0,124.0,89.0,5.0,1.0,DTW,ATL,594,10.0,29.0,0,,0,,,,,
2284643,2008,4,27,7,839.0,845,1157.0,1150,AA,1165,N335AA,198.0,185.0,148.0,7.0,-6.0,JFK,MIA,1090,31.0,19.0,0,,0,,,,,
80408,2008,1,28,1,1621.0,1620,1722.0,1735,WN,2378,N766SW,61.0,75.0,51.0,-13.0,1.0,ALB,BWI,288,3.0,7.0,0,,0,,,,,
1400487,2008,3,5,3,1213.0,1140,1444.0,1411,UA,111,N819UA,271.0,271.0,245.0,33.0,33.0,ORD,LAX,1745,12.0,14.0,0,,0,20.0,0.0,0.0,0.0,13.0
6978276,2008,12,22,1,1947.0,1955,2241.0,2257,CO,600,N75861,174.0,182.0,141.0,-16.0,-8.0,FLL,EWR,1065,8.0,25.0,0,,0,,,,,
2216679,2008,4,11,5,1533.0,1515,1742.0,1723,NW,511,N301NB,189.0,188.0,148.0,19.0,18.0,LGA,MSP,1020,10.0,31.0,0,,0,0.0,0.0,2.0,0.0,17.0
4159388,2008,7,22,2,2354.0,2358,44.0,58,AS,195,N644AS,50.0,60.0,37.0,-14.0,-4.0,ANC,FAI,261,2.0,11.0,0,,0,,,,,
1978414,2008,4,27,7,1704.0,1638,1928.0,1911,OO,6388,N956SW,84.0,93.0,68.0,17.0,26.0,SFO,BOI,522,3.0,13.0,0,,0,0.0,0.0,0.0,0.0,17.0
1850292,2008,4,21,1,1107.0,1105,1321.0,1325,WN,3921,N917WN,74.0,80.0,63.0,-4.0,2.0,ELP,SAT,496,2.0,9.0,0,,0,,,,,
1145118,2008,2,23,6,2048.0,2045,2335.0,2342,CO,600,N27239,167.0,177.0,139.0,-7.0,3.0,FLL,EWR,1065,7.0,21.0,0,,0,,,,,
4528926,2008,8,28,4,939.0,945,1059.0,1103,US,685,N664AW,80.0,78.0,46.0,-4.0,-6.0,LAS,PHX,256,6.0,28.0,0,,0,,,,,
1294944,2008,3,25,2,1730.0,1725,1929.0,1922,XE,3142,N14942,119.0,117.0,84.0,7.0,5.0,EWR,CMH,462,5.0,30.0,0,,0,,,,,
422782,2008,1,12,6,737.0,750,1141.0,1153,NW,116,N532US,184.0,183.0,159.0,-12.0,-13.0,PHX,MSP,1276,8.0,17.0,0,,0,,,,,
6035991,2008,11,23,7,1139.0,1140,1337.0,1347,XE,2924,N12135,118.0,127.0,107.0,-10.0,-1.0,IAH,OMA,781,3.0,8.0,0,,0,,,,,
1982511,2008,4,30,3,557.0,600,843.0,850,OO,4033,N804SK,106.0,110.0,76.0,-7.0,-3.0,SFO,SLC,599,6.0,24.0,0,,0,,,,,
2989746,2008,5,13,2,1313.0,1320,1707.0,1629,DL,1537,N917DE,174.0,129.0,91.0,38.0,-7.0,DFW,ATL,732,7.0,76.0,0,,0,0.0,0.0,38.0,0.0,0.0
368133,2008,1,22,2,1606.0,1558,1804.0,1756,FL,689,N952AT,118.0,118.0,92.0,8.0,8.0,ATL,BUF,712,6.0,20.0,0,,0,,,,,
2469197,2008,5,27,2,1308.0,1255,1402.0,1355,WN,3572,N646SW,54.0,60.0,42.0,7.0,13.0,PDX,GEG,279,4.0,8.0,0,,0,,,,,
2127655,2008,4,2,3,1710.0,1657,1724.0,1720,EV,4874,N868AS,74.0,83.0,54.0,4.0,13.0,ATL,JAN,341,5.0,15.0,0,,0,,,,,
4782045,2008,8,5,2,755.0,805,1056.0,1110,B6,553,N637JB,181.0,185.0,146.0,-14.0,-10.0,EWR,RSW,1068,4.0,31.0,0,,0,,,,,
4734928,2008,8,14,4,1956.0,1955,2101.0,2055,AA,1115,N223AA,65.0,60.0,41.0,6.0,1.0,DFW,SAT,247,3.0,21.0,0,,0,,,,,
6189038,2008,11,24,1,1946.0,1952,2047.0,2103,US,208,N650AW,61.0,71.0,43.0,-16.0,-6.0,PHX,ABQ,328,5.0,13.0,0,,0,,,,,
258338,2008,1,2,3,1004.0,1010,1323.0,1315,US,1061,N917UW,199.0,185.0,147.0,8.0,-6.0,PHL,FLL,992,7.0,45.0,0,,0,,,,,
